hub_name,mean,lower,upper,rider_no
BET - Giong Trom - SOU - SUB 2,259.66972477064223,248.0749274750166,271.26452206626794,5.0
BET - Mo Cay Nam - SOU - SUB 2,332.0245901639345,319.75522873626693,344.2939515916021,5.833333333333333
BID - An Nhon - SOU - SUB 2,206.04347826086953,141.83514662080395,270.2518099009351,7.25
BID - Hoai An - SOU - SUB 2,226.65925925925933,208.5030934146522,244.8154251038665,5.75
BID - Phu Cat - SOU - SUB 2,344.87179487179486,311.22578518463706,378.5178045589527,6.65
BID - Quy Nhon - SOU,712.3164556962025,663.8703095026424,760.7626018897628,11.117647058823529
BID - Vinh Thanh - SOU - SUB 2,99.1491228070176,85.46285695923063,112.83538865480436,2.742857142857143
BIP - Binh Long - SOU - SUB 2,284.0,272.4820369840564,295.5179630159436,7.666666666666667
BIP - Binh Phuoc - SOU,544.2685185185184,523.4451770192097,565.0918600178272,11.11111111111111
BIP - Bu Dang - SOU - SUB 2,244.20253164556968,230.82867652241166,257.57638676872745,4.875
BIP - Chon Thanh - SOU - SUB 2,239.44329896907217,217.14892614063982,261.73767179750456,5.5
BIP - Loc Ninh - SOU - SUB 2,190.69607843137254,182.55263553154467,198.8395213312004,3.5384615384615383
BIP - Phuoc Long - SOU - SUB 2,527.7075471698115,507.7323916461136,547.682702693509,11.642857142857142
BIT - Binh Thuan - SOU,699.2583333333337,645.2047943971469,753.3118722695193,12.10344827586207
BIT - Duc Linh - SOU - SUB 2,204.69230769230765,185.6090551588168,223.77556022579847,5.2592592592592595
BIT - Ham Thuan Bac - SOU - SUB 2,387.64912280701736,346.5189067698846,428.7793388441509,4.32258064516129
BIT - Ham Thuan Nam - SOU - SUB 2,226.5966386554622,211.9909732536835,241.20230405724092,5.0
BIT - La Gi - SOU - SUB 2,404.1261261261261,387.56442334031505,420.68782891193706,5.916666666666667
BIT - Tanh Linh - SOU - SUB 2,253.57142857142853,221.8371089198927,285.3057482229644,3.515151515151515
BIT - Tuy Phong - SOU - SUB 2,523.5982905982906,465.9959581912695,581.2006230053121,9.567567567567568
BN - Bac Ninh - NOR,1232.8809523809527,1174.8775107846125,1290.8843939772921,15.318181818181818
BN - Luong Tai - NOR - SUB 2,851.5555555555554,808.809814844399,894.3012962667119,9.636363636363637
BN - Que Vo - NOR - SUB 2,467.8829787234044,427.56283331514356,508.2031241316652,8.5
BN - Tu Son - NOR - SUB 2,897.4485981308409,859.9006923166941,934.9965039449887,11.31578947368421
CAB - Cao Bang - NOR,364.9159663865547,339.0169977098259,390.8149350632832,5.277777777777778
CAM - Ca Mau - SOU,475.0549450549451,454.42501815359543,495.6848719562948,9.142857142857142
CAM - Cai Nuoc - SOU - SUB 2,219.58426966292134,209.6668074745132,229.50173185132948,6.0
CAM - Dam Doi - SOU - SUB 2,2.8181818181818183,1.8206136334682363,3.8157500028954,1.0
CAM - Nam Can - SOU - SUB 2,67.61904761904762,43.94651335057514,91.29158188752008,2.0
CAM - Thoi Binh - SOU - SUB 2,79.68421052631581,58.50727804098608,100.8611430116455,3.5
CAM - Tran Van Thoi - SOU - SUB 2,173.75555555555556,156.25713366330677,191.25397744780432,3.5
CT - CTH - SOU - DP,1272.8522727272727,1143.8038113695775,1401.9007340849678,18.11111111111111
CT - O Mon - SOU - SUB 2,185.4285714285714,127.69938647946832,243.15775637767453,5.285714285714286
CT - Thot Not - SOU - SUB 2,321.16666666666674,305.5519861063801,336.78134722695336,5.777777777777778
DAK - Buon Ho - SOU - SUB 2,224.49206349206358,200.07560696768545,248.90852001644157,5.714285714285714
DAK - Dak Lak - SOU,1189.131386861314,1152.3417412389613,1225.921032483666,14.789473684210526
DAK - Ea Kar - SOU - SUB 2,250.5339805825243,231.2024493971763,269.8655117678722,11.631578947368421
DAK - Krong Ana - SOU - SUB 2,135.32584269662914,122.89489664530808,147.75678874795042,4.6923076923076925
DAK - Lak - SOU - SUB 2,154.4529914529913,142.80989318633786,166.0960897196449,3.6578947368421053
DAN - Dak Mil - SOU - SUB 2,160.07500000000002,141.19467361723076,178.95532638276924,3.1818181818181817
DAN - Dak Nong - SOU,251.887323943662,228.83250634791187,274.9421415394121,6.3
DAN - Krong No - SOU - SUB 2,99.97402597402596,86.95559735348785,112.99245459456412,5.285714285714286
DIB - Dien Bien - NOR,279.13095238095235,265.9916086502207,292.2702961116842,7.928571428571429
DN - Cam My - SOU - SUB 2,144.8148148148148,132.39815971693636,157.23146991269326,4.333333333333333
