cal_date,hub_id,rider_no,parcel_no
2021-07-18,149,3,124
2021-07-18,171,3,45
2021-07-19,149,15,1637
2021-07-19,956,6,295
2021-07-19,1137,14,1547
2021-07-20,236,29,3614
2021-07-22,275,14,574
2021-07-22,236,28,3819
2021-07-23,28,12,501
2021-07-24,357,6,221
2021-07-26,171,15,518
2021-07-26,1125,5,240
2021-07-28,275,12,566
2021-07-28,1137,12,760
2021-07-29,103321,4,154
2021-07-01,32,6,514
2021-07-02,357,8,270
2021-07-02,1137,13,830
2021-07-02,1085,3,60
2021-07-05,1237,10,385
2021-07-06,1177,6,95
2021-07-14,1250,5,138
2021-07-17,171,18,751
2021-07-19,1042,1,26
2021-07-22,84,8,473
2021-07-26,84,8,618
2021-07-26,357,7,345
2021-07-01,1146,4,224
2021-07-04,409,1,2
2021-07-10,1250,5,264
2021-07-11,1081,4,185
2021-07-20,1081,4,182
2021-07-07,1146,2,11
2021-07-13,232,4,129
2021-07-15,773,3,100
2021-07-16,1033,2,48
2021-07-11,994,2,30
2021-07-13,1081,4,156
2021-07-17,405,3,161
2021-07-23,1133,1,0
2021-07-28,357,5,248
2021-07-06,1085,3,47
2021-07-23,1146,3,223
2021-07-24,1029,1,27
2021-07-26,1177,4,245
2021-07-29,717,3,157
2021-07-30,405,3,611
2021-07-01,1033,2,25
2021-07-22,1146,2,122
2021-07-18,912,3,163
2021-07-04,1250,1,0
2021-07-11,990,1,0
2021-07-08,1025,1,25
2021-02-02,1177,6,341
2021-02-03,894,2,46
2021-02-04,990,10,448
2021-02-04,994,4,89
2021-02-04,717,4,102
2021-02-04,1064,2,46
2021-02-05,32,6,689
2021-02-05,209,38,2889
2021-02-06,32,6,499
2021-02-06,357,10,546
2021-02-06,80,19,2198
2021-02-06,28,12,1100
2021-02-06,1025,2,80
2021-02-06,1042,1,22
2021-02-07,84,8,376
2021-02-08,140,16,2155
2021-02-08,236,34,2260
2021-02-09,209,34,706
2021-02-17,1237,6,207
2021-02-17,236,22,1642
2021-02-18,717,5,55
2021-02-18,209,32,1613
2021-02-19,357,9,501
2021-02-20,357,9,463
2021-02-21,205,29,1634
2021-02-22,275,14,593
2021-02-22,990,6,460
2021-02-23,990,8,363
2021-02-23,305,8,622
2021-02-23,209,37,2262
2021-02-24,80,17,4008
2021-02-24,167,3,833
2021-02-25,240,71,3293
2021-02-25,45,10,909
2021-02-25,275,16,747
2021-02-25,773,4,137
2021-02-25,140,16,1345
2021-02-26,140,17,1776
2021-02-26,461,27,909
2021-02-26,1085,4,49
2021-02-27,88,15,1257
2021-02-27,717,3,86
2021-02-27,171,57,3001
2021-02-28,240,49,550
2021-02-04,405,3,148
2021-02-07,894,2,83
2021-02-07,1033,2,71
2021-02-08,84,8,288
2021-02-07,977,1,0
2021-02-08,275,11,350
2021-02-09,201,15,601
2021-02-09,990,5,100
2021-02-17,201,10,3551
2021-02-19,201,29,7634
2021-02-21,773,2,128
2021-02-26,28,13,1313
2021-02-28,1237,2,37
2021-02-03,773,2,61
2021-02-06,232,4,210
2021-02-07,357,9,406
2021-02-17,361,9,327
2021-02-28,361,1,0
2021-02-03,990,6,241
2021-02-05,1042,2,31
2021-02-07,275,3,58
2021-02-09,894,2,4
2021-02-28,990,1,0
2020-12-01,240,69,2907
2020-12-01,45,10,572
2020-12-02,232,3,105
2020-12-02,209,34,1985
2020-12-04,275,11,480
2020-12-04,88,11,773
2020-12-04,994,4,33
2020-12-04,209,34,1654
2020-12-05,88,11,804
2020-12-05,140,12,846
2020-12-05,236,36,2471
2020-12-08,201,37,3646
2020-12-08,1137,12,712
2020-12-10,209,33,1800
2020-12-12,240,71,2990
2020-12-12,461,14,942
2020-12-12,1033,1,21
2020-12-12,209,31,2471
2020-12-14,88,13,1887
2020-12-14,232,4,222
2020-12-15,461,18,1202
2020-12-15,994,4,51
2020-12-15,1029,1,45
2020-12-15,1085,4,77
2020-12-16,461,16,1258
2020-12-16,32,9,666
2020-12-16,1137,12,1376
2020-12-18,1177,5,258
2020-12-19,461,17,944
2020-12-20,361,9,193
2020-12-20,205,33,1399
2020-12-21,149,19,2101
2020-12-21,209,32,2716
2020-12-25,140,15,959
2020-12-26,275,12,517
2020-12-26,1081,3,130
2020-12-28,1081,3,139
2020-12-29,28,14,1103
2020-12-29,84,9,528
2020-12-30,149,17,1479
2020-12-31,140,14,914
2020-12-01,1237,6,150
2020-12-04,1185,5,115
2020-12-08,357,6,261
2020-12-09,894,2,63
2020-12-12,305,7,280
2020-12-14,45,11,1036
2020-12-20,167,1,210
2020-12-21,275,11,657
2020-12-24,894,2,116
2020-12-24,409,4,279
2020-12-29,994,4,63
2020-12-30,1081,3,132
2020-12-30,357,8,247
2020-12-08,956,4,112
2020-12-18,1085,4,83
2020-12-28,1029,1,57
2020-12-28,1064,2,48
2020-12-30,405,3,105
2020-12-22,1025,1,35
2020-12-28,1033,1,54
2020-12-04,894,2,83
2020-12-05,1029,1,19
2020-12-29,894,2,91
2020-12-01,1042,1,24
2020-12-05,717,2,48
2020-12-07,1085,3,49
2020-12-19,167,2,407
2020-12-22,894,2,87
2020-12-26,773,2,106
2020-12-06,1025,1,16
2020-12-10,1029,1,22
2020-12-24,977,1,0
2020-12-22,773,2,61
2020-12-23,167,2,1630
2020-12-02,1033,1,28
2020-12-03,1085,2,32
2021-06-01,305,10,487
2021-06-02,140,16,992
2021-06-03,32,7,396
2021-06-04,912,4,184
2021-06-04,236,28,3106
2021-06-05,240,65,1922
2021-06-05,305,10,404
2021-06-06,171,60,3533
2021-06-07,205,47,13813
2021-06-08,1185,5,278
2021-06-08,205,49,9847
2021-06-08,236,31,5690
2021-06-09,240,68,2577
2021-06-09,1237,8,475
2021-06-11,305,10,498
2021-06-11,205,58,5826
2021-06-12,409,6,576
2021-06-13,209,36,1653
2021-06-14,240,68,5562
2021-06-14,209,36,3654
2021-06-14,236,33,6021
2021-06-16,32,6,682
2021-06-16,1177,7,428
2021-06-20,240,53,1261
2021-06-20,1177,2,90
2021-06-21,240,64,5210
2021-06-21,80,15,4753
2021-06-22,357,10,405
2021-06-22,171,63,5345
2021-06-22,717,3,79
2021-06-22,461,31,1185
2021-06-22,167,5,1104
2021-06-25,1185,5,153
2021-06-26,912,4,160
2021-07-01,84,7,380
2021-07-01,275,17,546
2021-07-01,1137,12,639
2021-07-02,1177,6,141
2021-07-03,149,17,1149
2021-07-08,305,8,578
2021-07-08,977,1,3
2021-07-09,894,2,100
2021-07-09,32,6,1011
2021-07-09,236,33,5194
2021-07-12,1185,5,276
2021-07-12,357,7,420
2021-07-12,103321,4,232
2021-07-15,894,2,81
2021-07-16,1081,4,154
2021-07-17,201,27,3203
2021-07-18,405,3,113
2021-07-19,80,20,3438
2021-07-20,201,29,3092
2021-07-20,305,6,315
2021-07-21,912,1,0
2021-07-24,45,10,598
2021-07-24,361,10,398
2021-07-25,209,35,2063
2021-07-27,305,7,351
2021-07-28,167,2,713
2021-07-31,45,9,410
2021-07-02,773,3,92
2021-07-03,773,2,71
2021-07-03,1185,4,166
2021-07-06,405,3,440
2021-07-07,1029,1,28
2021-07-10,149,12,1214
2021-07-13,1237,4,104
2021-07-14,1146,3,314
2021-07-15,1146,4,232
2021-07-15,1137,13,942
2021-07-16,1137,13,1136
2021-07-20,773,3,76
2021-07-21,956,6,231
2021-07-23,167,3,442
2021-07-28,1233,9,718
2021-07-02,1185,5,199
2021-07-02,140,14,478
2021-07-02,990,6,219
2021-07-05,232,4,176
2021-07-08,275,17,839
2021-07-09,409,5,348
2021-07-15,956,6,219
2021-07-21,357,6,216
2021-07-23,894,2,103
2021-07-26,894,3,255
2021-07-26,1185,5,264
2021-07-02,232,4,88
2021-07-10,773,4,125
2021-07-17,1185,5,241
2021-07-23,956,5,217
2021-07-23,717,3,123
2021-07-23,912,4,86
2021-07-24,894,2,81
2021-07-24,409,5,220
2021-07-27,149,10,738
2021-07-31,1064,2,60
2021-07-15,717,3,174
2021-07-17,773,3,73
2021-07-19,1085,4,113
2021-07-22,1185,5,199
2021-07-22,88,1,1
2021-07-03,305,5,341
2021-07-19,409,5,497
2021-07-04,1237,1,0
2021-07-04,140,1,0
2021-07-11,894,2,104
2021-07-21,167,2,341
2021-07-07,977,1,0
2021-07-15,1042,2,29
2021-07-30,1029,1,20
2021-02-01,894,2,568
2021-02-01,232,4,206
2021-02-01,171,64,6120
2021-02-01,1085,4,110
2021-02-02,32,6,489
2021-02-02,171,57,4050
2021-02-04,201,32,5382
2021-02-05,1250,8,313
2021-02-05,1177,6,333
2021-02-06,240,70,2323
2021-02-07,405,6,923
2021-02-07,32,5,314
2021-02-09,149,16,595
2021-02-09,171,48,1008
2021-02-09,1033,2,5
2021-02-17,80,17,4424
2021-02-18,167,3,922
2021-02-18,149,17,1788
2021-02-18,275,14,401
2021-02-18,1146,1,5
2021-02-18,1177,5,371
2021-02-20,990,5,84
2021-02-21,717,6,167
2021-02-21,409,4,362
2021-02-21,209,24,991
2021-02-22,1137,11,876
2021-02-23,912,6,331
2021-02-24,275,20,757
2021-02-24,305,8,501
2021-02-25,990,6,355
2021-02-26,45,11,784
2021-02-26,88,15,1648
2021-02-26,1237,5,351
2021-02-27,1250,7,237
2021-02-27,209,34,2098
2021-02-27,1042,2,43
2021-02-28,305,1,0
2021-02-01,361,10,631
2021-02-04,357,9,517
2021-02-05,1025,2,33
2021-02-06,1029,2,54
2021-02-09,1085,4,9
2021-02-22,305,8,629
2021-02-22,1033,2,115
2021-02-03,1237,5,269
2021-02-08,1064,2,30
2021-02-18,32,6,284
2021-02-20,167,3,792
2021-02-23,717,3,80
2021-02-23,28,12,1506
2021-02-17,409,4,59
2021-02-09,994,3,13
2021-02-10,1025,1,8
2021-02-26,994,4,69
2021-02-05,1146,2,31
2021-02-28,912,1,2
2020-12-01,140,12,1148
2020-12-02,240,69,3405
2020-12-02,1085,3,51
2020-12-03,240,64,3343
2020-12-03,361,10,369
2020-12-03,956,4,90
2020-12-04,1146,2,31
2020-12-04,28,14,960
2020-12-05,205,38,3514
2020-12-09,461,14,653
2020-12-11,88,13,893
2020-12-11,201,37,3893
2020-12-11,357,6,214
2020-12-11,140,13,892
2020-12-15,84,8,606
2020-12-15,205,42,7521
2020-12-16,236,49,6852
2020-12-18,994,5,79
2020-12-18,140,16,1463
2020-12-19,305,7,382
2020-12-21,361,10,565
2020-12-21,236,40,4867
2020-12-22,357,7,322
2020-12-22,305,8,485
2020-12-23,1237,6,217
2020-12-24,240,71,3210
2020-12-24,956,4,158
2020-12-25,171,50,2788
2020-12-25,32,8,652
2020-12-28,240,74,5024
2020-12-29,236,37,2556
2020-12-30,240,64,3230
2020-12-01,1081,3,117
2020-12-02,956,4,102
2020-12-03,994,4,22
2020-12-05,1177,4,153
2020-12-10,912,4,165
2020-12-10,32,7,460
2020-12-11,717,2,42
2020-12-14,990,6,376
2020-12-15,912,4,226
2020-12-16,1177,6,345
2020-12-18,1237,5,262
2020-12-19,1177,4,135
2020-12-28,357,8,331
2020-12-31,1064,2,59
2020-12-07,1029,1,21
2020-12-11,84,8,399
2020-12-11,773,2,63
2020-12-17,45,10,963
2020-12-23,409,4,200
2020-12-23,994,4,50
2020-12-24,773,3,100
2020-12-25,1237,5,182
2020-12-27,990,1,0
2020-12-10,1146,2,17
2020-12-10,1081,3,99
2020-12-20,977,1,0
2020-12-21,1185,5,349
2020-12-25,405,3,108
2020-12-29,912,3,144
2020-12-03,1064,2,21
2020-12-04,773,2,56
2020-12-14,1033,1,60
2020-12-06,1185,1,0
2020-12-08,405,3,117
2020-12-09,1025,1,36
2020-12-19,894,2,126
2020-12-28,912,4,290
2020-12-30,1033,1,33
2020-12-31,894,2,117
2020-12-05,1042,1,18
2021-06-01,171,60,3902
2021-06-01,205,42,5045
2021-06-01,88,13,1302
2021-06-02,171,59,4006
2021-06-02,88,13,1143
2021-06-02,201,25,4227
2021-06-02,167,5,645
2021-06-03,201,24,3959
2021-06-04,88,15,1446
2021-06-05,171,63,4094
2021-06-05,990,6,251
2021-06-07,275,16,917
2021-06-07,357,9,849
2021-06-07,1237,7,489
2021-06-09,275,14,958
2021-06-10,1025,2,48
2021-06-10,1129,1,2
2021-06-11,167,4,775
2021-06-11,209,37,3018
2021-06-11,1177,6,408
2021-06-11,32,7,696
2021-06-12,240,67,3423
2021-06-14,1250,5,260
2021-06-14,361,1,0
2021-06-16,45,10,901
2021-06-16,305,14,591
2021-06-17,461,23,1034
2021-06-18,1237,7,146
2021-06-19,1137,15,1078
2021-06-20,171,58,2864
2021-06-20,1237,6,442
2021-06-21,275,19,980
2021-06-21,149,20,2144
2021-06-21,357,10,598
2021-06-21,1237,8,392
2021-06-21,1081,4,46
2021-06-22,275,20,773
2021-06-22,1146,3,208
2021-06-23,80,15,3718
2021-06-24,140,15,733
2021-06-24,88,16,1078
2021-06-25,1085,3,49
2021-06-26,149,18,1437
2021-06-28,275,18,882
2021-06-29,1250,5,130
2021-06-29,84,8,464
2021-06-29,1064,2,51
2021-06-30,201,23,2657
2021-06-30,1237,10,241
2021-06-30,773,4,72
2021-04-22,912,5,342
2021-04-23,409,4,182
2021-04-26,1085,4,59
2021-04-27,167,1,863
2021-04-04,956,1,15
2021-04-15,167,2,699
2021-04-17,1177,5,248
2021-04-18,773,1,0
2021-04-24,1033,2,31
2021-04-27,1146,2,20
2021-04-27,1085,2,19
2021-04-28,1081,4,137
2021-04-02,1033,2,37
2021-04-17,894,2,84
2021-04-19,994,3,53
2021-04-20,994,3,40
2021-04-20,409,4,209
2021-04-26,994,3,91
2021-04-28,1185,4,149
2021-04-07,894,2,116
2021-04-25,773,1,0
2021-04-27,1029,1,37
2021-04-28,1029,2,54
2021-04-27,1064,2,39
2021-04-11,28,1,253
2021-04-30,209,1,0
2021-04-03,977,1,5
2021-04-25,275,2,13
2021-01-02,1025,2,35
2021-01-02,28,13,1183
2021-01-04,171,51,4408
2021-01-04,80,18,3845
2021-01-06,1237,5,227
2021-01-06,357,8,251
2021-01-06,201,30,4701
2021-01-06,140,14,1006
2021-01-07,32,6,677
2021-01-07,773,3,125
2021-01-07,361,10,437
2021-01-08,240,66,3521
2021-01-09,84,8,487
2021-01-10,88,1,0
2021-01-11,84,9,675
2021-01-11,1237,7,285
2021-01-14,236,35,4126
2021-01-15,361,10,554
2021-01-15,305,7,499
2021-01-16,1064,1,41
2021-01-17,140,3,47
2021-01-18,201,32,6920
2021-01-18,209,36,2838
2021-01-19,1081,4,228
2021-01-19,275,14,746
2021-01-20,1237,6,312
2021-01-20,1185,4,175
2021-01-20,461,23,1340
2021-01-21,717,6,101
2021-01-22,1029,1,31
2021-01-22,28,13,1511
2021-01-22,1137,11,1385
2021-01-22,461,23,1274
2021-01-23,1177,5,272
2021-01-24,1137,11,584
2021-01-25,305,8,574
2021-01-25,140,15,1650
2021-01-27,1137,11,2294
2021-01-27,88,15,1486
2021-01-28,409,4,415
2021-01-28,956,5,218
2021-01-28,88,14,1530
2021-01-29,209,37,2938
2021-01-29,717,4,109
2021-01-29,1029,2,46
2021-01-03,275,1,3
2021-01-09,361,10,448
2021-01-12,1064,1,34
2021-01-18,357,8,419
2021-01-18,305,9,495
2021-01-19,1185,5,128
2021-01-20,1033,2,41
2021-01-22,1185,6,287
2021-01-24,1250,1,21
2021-01-25,84,9,790
2021-01-26,357,8,316
2021-01-27,32,6,935
2021-01-29,405,3,803
2021-01-31,28,13,1034
2021-01-13,32,6,768
2021-01-16,977,1,0
2021-01-18,1237,5,236
2021-01-25,894,2,187
2021-01-28,1146,2,62
2021-01-31,912,6,229
2021-01-25,405,3,169
2021-01-07,894,2,120
2021-01-08,1185,5,210
2021-01-10,275,1,1
2021-01-20,409,4,258
2021-01-08,912,4,204
2021-01-20,994,4,37
2021-01-23,773,3,131
2021-01-10,773,1,0
2021-01-17,1042,1,20
2021-01-10,1250,1,34
2021-01-24,84,1,0
2021-06-26,140,15,727
2021-06-28,80,14,2922
2021-06-28,88,16,1947
2021-06-28,140,15,878
2021-06-28,201,28,5411
2021-06-28,1042,1,20
2021-06-30,1250,5,158
2021-06-03,1146,2,21
2021-06-06,28,11,1091
2021-06-06,305,3,139
2021-06-07,32,7,607
2021-06-09,88,15,1796
2021-06-11,1081,4,330
2021-06-14,1081,4,197
2021-06-15,149,20,1812
2021-06-19,232,4,142
2021-06-22,990,5,300
2021-06-22,977,1,2
2021-06-23,275,19,570
2021-06-26,405,3,110
2021-06-26,28,13,694
2021-06-30,32,6,329
2021-06-12,956,5,222
2021-06-13,167,3,365
2021-06-14,1025,2,33
2021-06-17,773,3,101
2021-06-18,912,4,212
2021-06-19,994,3,31
2021-06-24,717,3,118
2021-06-26,361,10,717
2021-06-08,1025,2,36
2021-06-28,994,3,61
2021-06-11,232,4,138
2021-06-23,409,5,226
2021-06-23,1085,3,62
2021-06-01,1029,1,39
2021-06-29,912,4,113
2021-06-12,361,1,0
2021-06-25,994,3,39
2021-06-30,1064,2,53
2021-06-25,1064,2,22
2021-06-13,956,1,11
2021-05-28,32,7,418
2021-05-03,275,14,654
2021-05-03,45,11,1216
2021-05-04,205,46,5302
2021-05-05,232,4,193
2021-05-06,1137,14,1637
2021-05-07,1185,5,159
2021-05-07,1177,8,652
2021-05-08,1237,7,335
2021-05-08,80,18,4231
2021-05-08,1085,3,41
2021-05-09,209,30,829
2021-05-11,275,18,656
2021-05-12,201,27,4162
2021-05-13,461,26,1186
2021-05-14,209,38,1971
2021-05-15,1185,5,200
2021-05-18,409,5,187
2021-05-19,1033,2,43
2021-05-20,201,27,4178
2021-05-20,1085,4,55
2021-05-24,305,10,668
2021-05-24,171,61,6019
2021-05-24,28,15,2146
2021-05-25,461,23,483
2021-05-25,361,10,848
2021-05-25,201,26,4473
2021-05-26,977,1,4
2021-05-27,149,18,2610
2021-05-29,209,35,1839
2021-05-30,1146,1,31
2021-05-31,232,4,244
2021-05-05,84,8,552
2021-05-05,1033,2,39
2021-05-06,167,1,600
2021-05-06,1185,5,227
2021-05-09,894,2,139
2021-05-11,1250,6,150
2021-05-11,912,4,169
2021-05-12,1177,8,263
2021-05-14,1237,7,237
2021-05-15,45,12,716
2021-05-20,1064,1,28
2021-05-20,1042,2,31
2021-05-21,361,10,683
2021-05-22,956,6,244
2021-05-22,1177,7,294
2021-05-25,80,17,3916
2021-05-25,232,4,228
2021-05-26,1177,6,357
2021-05-27,773,3,120
2021-05-27,405,3,231
2021-05-28,1177,6,311
2021-05-31,990,6,393
2021-05-04,994,3,17
2021-05-05,977,1,1
2021-05-08,717,3,128
2021-05-09,1146,2,12
2021-05-19,357,8,485
2021-05-21,232,4,207
2021-05-28,1250,5,196
2021-05-08,1185,5,300
2021-05-13,994,3,35
2021-05-27,361,4,45
2021-05-31,1081,4,127
2021-05-13,1033,2,37
2021-05-19,167,2,959
2021-05-29,361,1,0
2021-05-27,1025,2,41
2021-05-10,773,3,212
2021-05-25,994,3,30
2021-05-30,990,2,45
2021-05-17,167,1,454
2021-05-02,88,1,0
2021-05-02,1237,1,0
2021-05-30,1177,1,0
2021-03-02,28,12,1611
2021-03-03,461,24,1006
2021-03-03,1064,2,35
2021-03-04,149,20,2657
2021-03-04,461,23,1366
2021-03-04,236,33,4925
2021-03-05,912,7,201
2021-03-05,1081,4,207
2021-03-08,1137,11,743
2021-03-09,357,8,326
2021-03-10,28,14,1268
2021-03-13,956,5,169
2021-03-13,88,12,896
2021-03-13,1033,2,36
2021-03-13,236,33,2440
2021-03-16,209,36,1581
2021-03-16,717,4,50
2021-03-17,149,18,1300
2021-03-19,167,1,279
2021-03-20,357,7,302
2021-03-21,236,23,756
2021-03-22,894,2,165
2021-03-23,1137,12,995
2021-03-24,894,2,63
2021-03-25,405,5,227
2021-03-27,205,33,4283
2021-03-27,461,27,1565
2021-03-27,209,37,1697
2021-03-28,80,15,2717
2021-03-28,205,31,1177
2021-03-29,240,73,4785
2021-03-30,361,10,685
2021-03-30,409,4,205
2021-03-31,990,9,189
2021-03-31,1237,7,244
2021-03-01,149,18,2130
2021-03-02,167,3,1023
2021-03-03,1137,11,931
2021-03-05,1085,3,44
2021-03-07,1250,6,197
2021-03-07,201,20,936
2021-03-11,990,9,276
2021-03-11,1237,8,193
2021-03-11,1025,2,42
2021-03-17,84,9,467
2021-03-19,1177,4,191
2021-03-20,956,6,189
2021-03-24,990,6,176
2021-03-27,1250,7,146
2021-03-08,773,4,174
2021-03-10,994,4,48
2021-03-21,956,1,9
2021-03-22,405,3,208
2021-03-22,1025,1,20
2021-03-27,1146,2,24
2021-03-28,149,3,626
2021-03-30,232,4,167
2021-03-31,1025,2,34
2021-03-05,773,4,131
2021-03-12,990,6,266
2021-03-15,405,6,240
2021-03-04,405,5,153
2021-03-05,167,2,633
2021-03-11,405,3,104
2021-03-17,894,2,71
2021-03-07,1177,1,0
2021-03-11,1064,2,43
2021-03-20,1064,1,19
2021-03-28,990,1,0
2021-04-01,405,4,266
2021-04-02,912,8,206
2021-04-02,361,10,580
2021-04-02,956,5,205
2021-04-02,140,16,929
2021-04-03,80,17,2897
2021-04-03,1033,2,34
2021-04-04,240,49,863
2021-04-04,205,23,1211
2021-04-04,84,13,287
2021-04-05,361,10,1091
2021-04-05,1137,12,1524
2021-04-05,201,31,9839
2021-04-08,209,38,2316
2021-04-08,305,10,591
2021-04-08,461,25,1733
2021-04-09,912,4,180
2021-04-09,80,18,3403
2021-04-09,28,15,2011
2021-04-10,461,26,1995
2021-04-10,956,6,205
2021-04-11,32,5,237
2021-04-12,140,15,1393
2021-04-14,361,10,521
2021-04-14,140,16,882
2021-04-15,80,17,2926
2021-04-15,209,40,1974
2021-04-16,149,17,1693
2021-04-16,461,28,1758
2021-04-17,84,13,424
2021-04-19,894,2,221
2021-04-19,149,19,2859
2021-04-19,357,8,493
2021-04-19,209,39,2562
2021-04-22,461,27,2201
2021-04-23,275,17,497
2021-04-23,84,8,523
2021-04-24,956,6,191
2021-04-24,990,7,219
2021-04-25,205,29,1377
2021-04-27,88,13,1068
2021-04-27,990,7,158
2021-04-27,1033,2,34
2021-04-28,305,10,393
2021-04-29,1146,2,22
2021-04-02,1081,4,179
2021-04-03,305,9,421
2021-04-08,1185,6,177
2021-04-08,956,5,210
2021-04-08,1250,8,288
2021-04-10,994,3,44
2021-04-12,1237,8,314
2021-04-13,140,16,1201
2021-04-16,1146,2,22
2021-04-19,1177,6,349
2021-04-20,1033,2,45
2021-04-23,232,4,221
2021-04-25,894,2,148
2021-04-27,894,2,58
2021-04-27,1185,5,176
2021-04-29,357,8,331
2021-04-04,1237,1,2
2021-04-08,994,3,56
2021-04-10,1237,9,235
2021-04-15,1064,2,39
2021-04-17,912,5,139
2021-04-23,1146,2,10
2021-04-27,232,4,184
2021-04-28,894,2,106
2021-06-30,994,3,43
2021-06-30,236,28,2168
2021-06-02,1064,2,34
2021-06-03,1025,2,40
2021-06-04,1085,4,85
2021-06-09,956,6,289
2021-06-10,894,2,199
2021-06-14,1146,2,51
2021-06-14,32,7,600
2021-06-15,1185,5,193
2021-06-16,1033,2,55
2021-06-16,28,14,1168
2021-06-17,1137,15,1237
2021-06-17,409,5,336
2021-06-23,461,29,1029
2021-06-24,994,3,47
2021-06-30,84,8,324
2021-06-08,1085,3,67
2021-06-15,1250,5,167
2021-06-15,717,3,111
2021-06-18,232,4,158
2021-06-21,894,2,98
2021-06-03,167,3,209
2021-06-05,1064,2,25
2021-06-09,1129,1,2
2021-06-13,1237,3,152
2021-06-15,1081,4,402
2021-06-15,994,3,24
2021-06-20,990,4,31
2021-06-21,1025,1,29
2021-06-22,1185,5,152
2021-06-25,912,4,196
2021-06-03,1250,4,220
2021-06-08,1033,1,60
2021-06-20,405,3,664
2021-06-23,990,5,228
2021-06-26,1064,2,39
2021-06-28,894,3,175
2021-06-07,994,3,63
2021-06-15,1042,2,19
2021-06-20,956,1,12
2021-06-01,361,1,0
2021-05-03,171,61,4098
2021-05-04,171,62,3602
2021-05-05,305,11,457
2021-05-05,171,59,5114
2021-05-05,45,11,812
2021-05-05,28,15,1981
2021-05-06,209,40,3215
2021-05-09,1137,14,967
2021-05-09,140,15,985
2021-05-10,461,29,1684
2021-05-10,1085,4,95
2021-05-11,84,8,545
2021-05-13,88,14,1147
2021-05-14,773,3,75
2021-05-15,88,13,1048
2021-05-15,28,16,1632
2021-05-16,80,18,3668
2021-05-18,977,1,4
2021-05-19,205,38,5119
2021-05-19,140,15,1066
2021-05-21,956,6,238
2021-05-22,88,14,1205
2021-05-25,45,11,1019
2021-05-25,1237,7,286
2021-05-27,84,8,557
2021-05-27,80,15,3141
2021-05-27,88,15,1242
2021-05-28,305,10,447
2021-05-29,149,18,1494
2021-05-29,956,7,282
2021-05-29,205,39,4468
2021-05-29,236,32,2424
2021-05-31,1185,5,285
2021-05-31,88,15,1555
2021-05-02,912,5,278
2021-05-03,84,10,358
2021-05-04,1177,6,235
2021-05-11,1185,5,218
2021-05-11,956,6,277
2021-05-12,1185,5,151
2021-05-13,32,5,280
2021-05-17,1033,2,61
2021-05-18,140,16,1491
2021-05-18,1250,5,133
2021-05-22,84,7,536
2021-05-31,1177,5,384
2021-05-14,1250,5,196
2021-05-14,88,12,1003
2021-05-17,994,3,34
2021-05-20,1029,1,36
2021-05-21,1237,7,296
2021-05-22,1025,2,25
2021-05-29,894,2,106
2021-05-06,1064,2,34
2021-05-06,990,5,238
2021-05-10,305,12,710
2021-05-17,409,5,427
2021-05-10,1146,2,24
2021-05-17,1250,4,247
2021-05-23,409,1,4
2021-05-12,1042,2,55
2021-05-26,1029,2,74
2021-05-16,305,1,71
2021-05-27,1033,2,51
2021-05-01,84,1,0
2021-05-27,1177,5,312
2021-05-23,32,1,43
2021-05-30,1185,1,0
2021-03-01,1237,7,312
2021-03-02,1250,6,155
2021-03-02,240,70,2597
2021-03-02,461,27,973
2021-03-02,171,56,2756
2021-03-02,209,38,1920
2021-03-03,232,4,206
2021-03-03,80,18,4482
2021-03-04,1185,8,272
2021-03-04,80,18,5498
2021-03-04,84,9,650
2021-03-05,717,3,58
2021-03-05,1250,5,257
2021-03-08,1250,6,270
2021-03-09,275,20,832
2021-03-09,1042,2,41
2021-03-10,1237,11,260
2021-03-11,171,59,2921
2021-03-14,205,28,818
2021-03-15,240,71,4786
2021-03-15,45,11,956
2021-03-16,140,15,1102
2021-03-17,80,17,3563
2021-03-17,717,4,54
2021-03-19,88,14,934
2021-03-20,1137,10,758
2021-03-21,171,50,1065
2021-03-22,956,6,250
2021-03-22,461,24,1841
2021-03-24,956,5,173
2021-03-25,357,8,349
2021-03-25,956,5,188
2021-03-26,357,7,301
2021-03-26,1137,11,724
2021-03-26,32,8,319
2021-03-26,1177,5,248
2021-03-31,305,10,408
2021-03-31,88,15,1136
2021-03-05,149,20,2022
2021-03-05,361,9,802
2021-03-07,1146,2,69
2021-03-09,361,9,565
2021-03-12,1064,1,24
2021-03-13,912,6,157
2021-03-13,305,9,405
2021-03-13,361,10,532
2021-03-16,1085,3,44
2021-03-19,717,6,79
2021-03-21,88,1,0
2021-03-22,912,6,248
2021-03-25,1237,9,217
2021-03-27,894,2,73
2021-03-30,1237,11,278
2021-03-31,1081,4,174
2021-03-31,1029,2,47
2021-03-31,409,4,223
2021-03-02,1185,6,152
2021-03-08,405,5,150
2021-03-10,977,1,0
2021-03-11,717,3,93
2021-03-15,361,10,718
2021-03-19,1029,1,70
2021-03-19,994,3,40
2021-03-23,1064,1,25
2021-03-23,32,6,195
2021-03-26,773,3,67
2021-03-29,1177,4,346
2021-03-09,84,9,594
2021-03-10,956,3,78
2021-03-15,1029,2,58
2021-03-17,977,2,0
2021-03-08,1146,2,65
2021-03-25,167,2,346
2021-03-24,1177,5,222
2021-03-29,1133,1,0
2021-03-10,1064,2,35
